id,company_rating,company_location,total_fleet_count,iata_approved
12540,1.0,Lebanon,1.0,true
4648,"",Nicaragua,1.0,false
29360,"",Kiribati,1.0,false
34794,"",Chad,2.0,true
9478,1.0,Faroe Islands,1.0,true
3829,"",Pakistan,1.0,false
30981,0.0,"",1.0,false
17867,0.75,"",2.0,true
17867,0.75,"",2.0,true
7138,0.9,Bosnia and Herzegovina,1.0,true
9034,"",Russian Federation,1.0,false
16420,"","",1.0,true
16027,"",Barbados,8.0,true
32201,"",Bouvet Island (Bouvetoya),1.0,true
22864,1.0,"",1.0,true
23932,0.69,Montserrat,6.0,false
46656,0.5,France,2.0,false
33121,1.0,"",1.0,false
14027,1.0,Gambia,3.0,false
14682,"",French Polynesia,3.0,true
14682,"",French Polynesia,3.0,true
37965,"",Guinea,1.0,true
48746,1.0,Uganda,5.0,false
16489,1.0,Russian Federation,42.0,true
15064,"","",1.0,true
34116,"","",1.0,false
1643,1.0,Costa Rica,1.0,false
14587,1.0,Vanuatu,1.0,false
19855,1.0,Kiribati,37.0,true
31925,"","",1.0,false
24026,0.98,Cape Verde,69.0,true
6324,"",Niue,1.0,false
29797,"",Niue,1.0,true
26224,"","",1.0,true
15348,"","",1.0,false
30377,1.0,Micronesia,1.0,false
39443,0.75,France,1.0,false
896,"",Gambia,1.0,true
17401,1.0,Russian Federation,4.0,false
15898,"","",1.0,true
2577,"",Vanuatu,1.0,false
35850,"",Philippines,1.0,true
13999,"",Nicaragua,3.0,false
7753,"",Russian Federation,2.0,true
40014,"",Bosnia and Herzegovina,2.0,false
48746,1.0,Uganda,5.0,false
17401,1.0,Russian Federation,4.0,false
8731,"",Gibraltar,1.0,true
25229,1.0,Niger,2.0,false
38879,"",Mexico,1.0,true
16152,0.89,"",2.0,false
32866,1.0,Kiribati,1.0,true
25440,"",Indonesia,4.0,true
13028,1.0,Zimbabwe,2.0,true
37648,1.0,Lithuania,1.0,true
48947,"",Portugal,2.0,true
17006,"","",2.0,true
11239,"","",1.0,false
48568,1.0,Vanuatu,2.0,true
36903,"","",1.0,false
8386,1.0,"",1.0,true
34659,1.0,United Kingdom,2.0,false
42386,1.0,Ecuador,6.0,true
2442,"","",1.0,true
22838,1.0,"",5.0,true
30142,"",Jersey,1.0,true
24896,1.0,Algeria,50.0,true
24157,"",Guinea,4.0,false
17458,"",Andorra,1.0,false
42386,1.0,Ecuador,6.0,true
43267,0.5,"",1.0,true
24157,"",Guinea,4.0,false
13245,"","",1.0,true
32177,1.0,Jersey,2.0,true
18318,"","",1.0,true
1203,0.8,Marshall Islands,1.0,false
47938,1.0,Niue,4.0,false
23092,"",Isle of Man,1.0,true
14514,"",China,80.0,true
24722,1.0,"",1.0,true
24026,0.98,Cape Verde,69.0,true
22268,1.0,"",1.0,false
46567,"",Estonia,1.0,false
1317,"",Christmas Island,2.0,false
27590,1.0,Suriname,8.0,true
23306,"","",1.0,false
50049,"","",1.0,false
30612,"","",1.0,false
17050,"",Faroe Islands,1.0,false
10065,1.0,Niue,1.0,true
16155,1.0,"",1.0,true
36682,"","",1.0,true
28871,1.0,"",1.0,false
31362,"",Somalia,2.0,false
17932,1.0,Costa Rica,8.0,true
41090,"",Lebanon,1.0,false
35845,0.8,Gambia,1.0,true
28528,"","",1.0,false
8832,"","",1.0,false
34096,1.0,Andorra,10.0,false
40299,"","",1.0,false
45767,"","",1.0,true
35009,"","",1.0,true
18098,1.0,"",1.0,false
46972,"",Senegal,2.0,false
10879,"",Somalia,1.0,true
4372,"",Mexico,1.0,true
29972,"",United Kingdom,1.0,false
29926,0.67,Zimbabwe,7.0,true
31979,1.0,Kenya,10.0,false
37769,"",Tanzania,1.0,true
13149,1.0,"",1.0,false
43730,"",Kenya,1.0,true
48174,"",Denmark,1.0,false
32906,"",Netherlands,1.0,true
11875,1.0,Micronesia,2.0,true
32015,"","",1.0,false
26779,1.0,Uzbekistan,2.0,true
25521,"",French Guiana,1.0,true
47130,1.0,United Kingdom,2.0,true
21343,"","",1.0,false
7573,"",Papua New Guinea,1.0,true
30597,0.67,Zimbabwe,1.0,false
31904,"",Niue,3.0,true
28122,"",Svalbard & Jan Mayen Islands,1.0,true
34790,"",Sao Tome and Principe,1.0,false
44005,"","",2.0,true
47663,"",Turkmenistan,1.0,true
35437,0.81,Slovakia (Slovak Republic),2.0,true
42386,1.0,Ecuador,6.0,true
14386,1.0,Nicaragua,8.0,false
28798,"",Micronesia,1.0,false
1984,"",Mauritania,3.0,true
16478,1.0,Isle of Man,1.0,true
49634,"",Faroe Islands,1.0,true
27942,"",Guinea,1.0,true
26775,1.0,"",1.0,true
12558,"",Monaco,1.0,true
15240,"","",1.0,true
33832,0.0,Denmark,7.0,true
7365,1.0,"",1.0,false
16029,1.0,Faroe Islands,2.0,true
44150,"","",1.0,false
14688,1.0,"",1.0,false
3254,"",Tonga,16.0,true
43371,1.0,Kiribati,2.0,true
9877,"",Niue,1.0,true
1800,"","",1.0,true
5344,1.0,"",1.0,false
43764,"",Niue,1.0,true
47624,1.0,Marshall Islands,1.0,true
3254,"",Tonga,16.0,true
47481,"",Togo,1.0,true
9291,"","",1.0,true
9280,1.0,Lithuania,1.0,false
42459,1.0,"",1.0,true
43651,"","",1.0,true
42817,"",French Polynesia,1.0,true
46115,1.0,Cocos (Keeling) Islands,2.0,false
27302,"",Micronesia,1.0,true
2384,"",Isle of Man,1.0,false
25360,1.0,Tonga,6.0,false
36838,"","",1.0,true
1333,"","",1.0,true
31362,"",Somalia,2.0,false
32102,"",Niue,2.0,false
24247,1.0,Zimbabwe,1.0,false
12642,1.0,United Kingdom,7.0,true
20432,1.0,"",1.0,true
29484,0.8,"",1.0,true
18565,"","",1.0,false
48756,1.0,Maldives,59.0,false
48756,1.0,Maldives,59.0,false
42616,"",Pakistan,4.0,false
39502,"",Rwanda,1.0,true
23623,1.0,Montserrat,11.0,true
34854,"","",1.0,true
21473,"",Vanuatu,1.0,true
4371,1.0,Marshall Islands,4.0,true
24883,1.0,Russian Federation,1.0,false
129,"",Niger,1.0,false
48516,"","",2.0,false
19316,0.9,"",1.0,true
7230,"",Turkmenistan,1.0,false
48930,"",Bosnia and Herzegovina,1.0,false
23332,1.0,Bosnia and Herzegovina,2.0,false
14007,"",Zimbabwe,2.0,true
44720,"","",1.0,false
5352,"",Lebanon,1.0,false
22929,"",Isle of Man,1.0,false
16721,1.0,Tonga,1.0,false
35290,1.0,Papua New Guinea,1.0,true
4166,"",Gibraltar,1.0,false
31886,"","",1.0,true
5940,"",Isle of Man,1.0,true
38941,"","",3.0,true
19978,1.0,"",2.0,false
46212,1.0,China,4.0,false
34267,"",Chad,1.0,false
12966,"",Chile,1.0,false
48375,"",Nauru,1.0,false
14007,"",Zimbabwe,2.0,true
4450,"","",1.0,true
24963,1.0,China,1.0,false
31107,1.0,Isle of Man,3.0,true
2667,1.0,Niue,3.0,false
36934,"",Bosnia and Herzegovina,1.0,true
3485,"",Nicaragua,1.0,true
22024,"","",1.0,true
41315,1.0,Holy See (Vatican City State),1.0,true
46949,1.0,Tunisia,4.0,false
29647,1.0,Peru,1305.0,false
2927,1.0,Uganda,10.0,true
6703,0.8,Gambia,1.0,false
11646,1.0,Gambia,2.0,false
23573,"",Costa Rica,1.0,false
24319,"",Moldova,1.0,false
46949,1.0,Tunisia,4.0,false
43833,"","",1.0,true
41970,"",Afghanistan,1.0,false
25360,1.0,Tonga,6.0,false
36514,"",San Marino,1.0,false
34306,0.91,Wallis and Futuna,30.0,true
48756,1.0,Maldives,59.0,false
29647,1.0,Peru,1305.0,false
20852,1.0,Marshall Islands,1.0,true
31793,1.0,"",1.0,true
28566,0.78,Slovakia (Slovak Republic),79.0,true
30626,1.0,Isle of Man,1.0,false
29647,1.0,Peru,1305.0,false
32067,1.0,Togo,1.0,true
43152,1.0,Nicaragua,82.0,true
40988,1.0,"",4.0,false
28060,1.0,"",1.0,true
29647,1.0,Peru,1305.0,false
15052,"","",1.0,true
25165,0.93,Uzbekistan,7.0,false
45799,"",Kiribati,6.0,true
10906,"",Chad,1.0,false
18887,"","",1.0,true
21900,"",Russian Federation,1.0,false
6728,"",Vietnam,3.0,true
9245,"",El Salvador,2.0,true
22838,1.0,"",5.0,true
22838,1.0,"",5.0,true
22838,1.0,"",5.0,true
45391,"","",1.0,false
706,"","",1.0,false
44894,"",Russian Federation,1.0,false
46238,1.0,Lebanon,1.0,true
16196,"","",2.0,false
4581,1.0,"",1.0,false
42820,1.0,Gibraltar,6.0,false
26713,"",Afghanistan,4.0,true
34555,0.67,Estonia,2.0,true
39485,1.0,Marshall Islands,1.0,true
47140,"","",1.0,true
29647,1.0,Peru,1305.0,false
11895,"","",1.0,false
29647,1.0,Peru,1305.0,false
24026,0.98,Cape Verde,69.0,true
34306,0.91,Wallis and Futuna,30.0,true
48870,"",Marshall Islands,1.0,false
13959,1.0,Pitcairn Islands,3.0,true
22190,"","",1.0,false
5924,"",Canada,1.0,true
50040,1.0,Micronesia,15.0,true
29647,1.0,Peru,1305.0,false
25360,1.0,Tonga,6.0,false
5978,1.0,Zimbabwe,3.0,true
36635,1.0,Indonesia,10.0,false
49380,1.0,Micronesia,1.0,false
27687,1.0,"",1.0,true
16891,"","",1.0,true
29647,1.0,Peru,1305.0,false
25241,"",Monaco,1.0,false
26386,1.0,Fiji,25.0,true
19217,0.98,Marshall Islands,46.0,false
28697,1.0,Nauru,5.0,true
25360,1.0,Tonga,6.0,false
29647,1.0,Peru,1305.0,false
30492,1.0,"",1.0,true
46631,"",France,1.0,true
29439,"","",1.0,true
29647,1.0,Peru,1305.0,false
24026,0.98,Cape Verde,69.0,true
29647,1.0,Peru,1305.0,false
25360,1.0,Tonga,6.0,false
29647,1.0,Peru,1305.0,false
44766,1.0,Russian Federation,1.0,true
27263,0.8,China,5.0,false
19896,1.0,"",1.0,false
46500,0.99,Pakistan,73.0,false
28812,"",Malta,3.0,true
5998,"",Maldives,1.0,true
33903,"",Togo,2.0,true
25739,"",Malawi,1.0,false
3127,1.0,Rwanda,36.0,false
30834,"",Gambia,1.0,true
9093,1.0,"",1.0,true
23561,"","",1.0,true
41912,1.0,Lebanon,2.0,true
4621,"","",1.0,true
39958,"","",1.0,true
17299,"",Anguilla,2.0,false
31285,"",Gambia,1.0,true
46500,0.99,Pakistan,73.0,false
10060,"",Sao Tome and Principe,2.0,false
46500,0.99,Pakistan,73.0,false
46500,0.99,Pakistan,73.0,false
28963,"",Afghanistan,1.0,true
46500,0.99,Pakistan,73.0,false
46500,0.99,Pakistan,73.0,false
46500,0.99,Pakistan,73.0,false
46500,0.99,Pakistan,73.0,false
14535,0.88,Montserrat,18.0,false
31136,"",Micronesia,1.0,true
19387,"",El Salvador,1.0,false
32811,"","",1.0,true
29647,1.0,Peru,1305.0,false
35998,0.9,"",2.0,true
29647,1.0,Peru,1305.0,false
29647,1.0,Peru,1305.0,false
8677,"",Marshall Islands,1.0,false
22157,"",Rwanda,1.0,true
46066,"","",1.0,false
28650,1.0,Zimbabwe,2.0,false
958,"",Denmark,2.0,true
41035,"",Malta,1.0,true
38961,"",Togo,1.0,false
10486,"",Mauritania,1.0,false
27485,1.0,Uzbekistan,2.0,true
16361,0.86,"",1.0,true
36100,1.0,Rwanda,17.0,true
39848,1.0,"",1.0,true
24969,"",China,1.0,true
46500,0.99,Pakistan,73.0,false
24026,0.98,Cape Verde,69.0,true
7283,"",United Kingdom,1.0,false
31979,1.0,Kenya,10.0,false
17644,"",Zimbabwe,1.0,true
9505,"","",1.0,false
4397,1.0,French Guiana,1.0,true
48064,"",Gibraltar,1.0,true
46041,"",Libyan Arab Jamahiriya,1.0,false
26786,"","",1.0,true
36075,0.0,Kiribati,1.0,false
46500,0.99,Pakistan,73.0,false
45151,1.0,Tonga,1.0,false
46500,0.99,Pakistan,73.0,false
28555,1.0,Russian Federation,3.0,false
47783,1.0,Isle of Man,3.0,true
14302,"","",1.0,false
19938,"",Indonesia,1.0,true
14406,1.0,"",1.0,false
7745,"",Jersey,2.0,false
724,1.0,Zimbabwe,8.0,false
43026,"",Anguilla,1.0,true
33616,1.0,Kenya,4.0,true
37351,"","",1.0,false
40131,"",Croatia,1.0,false
41405,"",Guinea,2.0,false
27813,"",Faroe Islands,1.0,false
20109,1.0,El Salvador,1.0,false
36810,"","",1.0,false
13603,"",Kiribati,1.0,true
47422,0.99,Uzbekistan,30.0,false
24026,0.98,Cape Verde,69.0,true
20479,"","",1.0,true
47422,0.99,Uzbekistan,30.0,false
27133,1.0,"",4.0,false
40357,"","",1.0,true
33193,1.0,Brazil,10.0,false
24866,"","",2.0,true
41554,"",Faroe Islands,1.0,false
9186,"","",1.0,false
39035,"","",1.0,false
1516,"",Turkmenistan,1.0,true
39626,"","",1.0,true
31119,"","",1.0,true
19892,1.0,Monaco,1.0,false
48593,1.0,Faroe Islands,1.0,true
49194,"",Congo,1.0,true
2976,1.0,Tanzania,2.0,true
29350,"","",1.0,false
40270,"",Cape Verde,1.0,false
3333,"","",1.0,true
27561,1.0,Nicaragua,2.0,true
29394,"",Sao Tome and Principe,1.0,false
41269,"",Philippines,7.0,false
23081,"",Uzbekistan,1.0,true
8862,1.0,Nicaragua,3.0,false
17425,1.0,Afghanistan,1.0,true
18223,"","",1.0,false
39384,1.0,"",1.0,false
14896,1.0,Malta,3.0,true
35923,"",Maldives,2.0,true
13314,"","",1.0,false
2611,"",Russian Federation,1.0,false
17784,"","",1.0,true
23960,1.0,"",1.0,false
22659,1.0,"",1.0,true
11574,"","",1.0,true
40421,0.96,Jersey,29.0,true
27900,"",Guinea,1.0,false
27947,"",Tonga,1.0,true
4545,1.0,"",1.0,true
36892,"",Kiribati,2.0,false
33920,"",Zimbabwe,2.0,true
31606,1.0,Marshall Islands,54.0,true
43593,1.0,Guernsey,1.0,true
3616,1.0,Cape Verde,14.0,true
33044,"",Guinea,1.0,false
2798,1.0,Togo,1.0,true
14386,1.0,Nicaragua,8.0,false
33007,1.0,Croatia,1.0,true
43196,"","",1.0,true
28814,"",Afghanistan,2.0,false
3084,1.0,Isle of Man,1.0,true
10505,1.0,"",1.0,true
13349,"",Indonesia,1.0,true
6544,1.0,"",1.0,true
5486,1.0,Svalbard & Jan Mayen Islands,12.0,false
45424,"","",2.0,true
41405,"",Guinea,2.0,false
48563,"","",1.0,false
33920,"",Zimbabwe,2.0,true
44656,1.0,Faroe Islands,3.0,true
14346,"","",3.0,true
39235,"","",1.0,false
4463,"",Russian Federation,1.0,true
11438,"",Tonga,1.0,true
47185,1.0,Isle of Man,2.0,true
46500,0.99,Pakistan,73.0,false
46500,0.99,Pakistan,73.0,false
31979,1.0,Kenya,10.0,false
9209,"",Uzbekistan,1.0,true
35143,0.0,"",4.0,false
20206,"",Monaco,1.0,true
3941,1.0,"",3.0,false
31979,1.0,Kenya,10.0,false
49418,"",Niue,2.0,false
10288,"",United Kingdom,1.0,true
29820,1.0,Guinea,2.0,false
31979,1.0,Kenya,10.0,false
5429,1.0,"",2.0,true
47944,"","",1.0,false
45218,1.0,Marshall Islands,1.0,true
24061,"",Zimbabwe,1.0,false
16594,"","",1.0,true
35488,"",Kiribati,1.0,false
48655,"","",1.0,true
33785,"",Nicaragua,2.0,false
17889,"",Russian Federation,1.0,true
4850,"","",1.0,true
30585,"","",1.0,true
37833,"",China,1.0,true
23868,0.67,"",15.0,true
33785,"",Nicaragua,2.0,false
41269,"",Philippines,7.0,false
3639,1.0,"",1.0,false
31860,1.0,"",1.0,true
47701,"","",1.0,true
27142,"",Guinea,1.0,true
46622,"","",1.0,false
2856,"",Switzerland,1.0,false
27862,"","",2.0,true
33766,"",Bosnia and Herzegovina,2.0,true
36234,0.97,Fiji,12.0,true
48746,1.0,Uganda,5.0,false
14632,"","",1.0,false
11580,"","",1.0,false
46404,"","",1.0,false
15314,"",Christmas Island,1.0,false
20230,1.0,"",1.0,true
44063,"","",1.0,false
43050,1.0,"",2.0,true
41647,"",Chile,1.0,true
3376,"",Nicaragua,8.0,true
46181,"",Sao Tome and Principe,1.0,false
39069,"",Bouvet Island (Bouvetoya),1.0,false
18484,1.0,Gambia,108.0,false
20685,"","",1.0,false
34025,"",Nicaragua,6.0,false
12718,1.0,Indonesia,2.0,false
25803,"",Cook Islands,1.0,true
11671,1.0,"",1.0,false
39750,1.0,"",1.0,false
35414,"",Uzbekistan,1.0,false
14364,1.0,Nauru,9.0,false
34447,"",Isle of Man,2.0,true
35411,1.0,Mauritania,2.0,false
26802,"",Sao Tome and Principe,2.0,false
10659,"","",1.0,true
30671,"",Marshall Islands,1.0,true
30279,"",Kenya,1.0,false
41265,"",Zimbabwe,1.0,true
31585,"","",1.0,false
44640,1.0,French Polynesia,4.0,true
43378,"","",1.0,false
49373,"",Russian Federation,2.0,true
24875,0.8,Malawi,1.0,true
30913,"",Nauru,1.0,true
18753,1.0,Gambia,1.0,true
49364,"",Reunion,3.0,true
47783,1.0,Isle of Man,3.0,true
47783,1.0,Isle of Man,3.0,true
28256,"","",1.0,false
1243,"",Kenya,1.0,true
28919,"",Malawi,2.0,true
20426,"",Slovakia (Slovak Republic),2.0,false
4984,"",Tonga,2.0,true
4984,"",Tonga,2.0,true
35607,1.0,Tonga,1.0,true
31334,"",Maldives,2.0,false
26389,1.0,Vietnam,1.0,false
13162,"",Bosnia and Herzegovina,1.0,true
45137,"","",1.0,true
5392,"","",1.0,false
38289,"",Uzbekistan,1.0,true
13721,"",Maldives,1.0,false
22331,0.99,Rwanda,50.0,true
2348,"",Chile,1.0,true
18680,0.0,"",1.0,true
30126,1.0,Togo,5.0,true
25201,1.0,France,1.0,false
14716,"",Faroe Islands,2.0,true
26676,"",Uzbekistan,1.0,true
11425,"",Greenland,1.0,true
21979,"","",1.0,true
41692,0.9,Guinea,2.0,false
41623,"","",1.0,false
9333,"",Guinea,1.0,false
8707,0.73,Rwanda,21.0,true
41732,"",Isle of Man,1.0,true
5062,"",Mexico,1.0,true
8707,0.73,Rwanda,21.0,true
23886,1.0,Anguilla,1.0,true
16371,0.95,Bouvet Island (Bouvetoya),29.0,false
21926,"","",1.0,false
2745,"",Russian Federation,1.0,false
37995,"",Somalia,1.0,true
19842,0.85,Turkmenistan,53.0,false
18145,1.0,United Kingdom,1.0,false
45731,"",Uzbekistan,1.0,true
17844,1.0,"",3.0,true
9936,"",Canada,1.0,true
40234,1.0,Isle of Man,1.0,false
28751,"",Grenada,1.0,true
19842,0.85,Turkmenistan,53.0,false
33900,0.8,Nauru,1.0,false
23676,"","",1.0,true
20133,"",Turkmenistan,1.0,false
10,"","",1.0,true
4389,0.0,"",1.0,false
354,1.0,"",2.0,true
15904,1.0,Afghanistan,2.0,false
18792,"",Micronesia,1.0,false
9950,"",Denmark,1.0,true
27562,"",Gambia,1.0,true
36358,"",Zimbabwe,1.0,true
31193,"",Uganda,3.0,true
5486,1.0,Svalbard & Jan Mayen Islands,12.0,false
21569,1.0,Libyan Arab Jamahiriya,1.0,true
41742,0.9,Slovakia (Slovak Republic),3.0,true
41742,0.9,Slovakia (Slovak Republic),3.0,true
32479,1.0,Cocos (Keeling) Islands,1.0,true
1577,1.0,Peru,8.0,true
12682,1.0,"",1.0,true
35011,"",Brazil,1.0,false
40608,"","",1.0,false
21132,"",Costa Rica,1.0,true
16027,"",Barbados,8.0,true
19780,1.0,"",3.0,false
19780,1.0,"",3.0,false
42273,1.0,"",1.0,false
37014,"","",1.0,false
49373,"",Russian Federation,2.0,true
49645,"",Brunei Darussalam,1.0,false
22223,"",Bouvet Island (Bouvetoya),1.0,false
44940,0.5,Croatia,2.0,true
1738,"",Lebanon,1.0,false
11056,1.0,Uzbekistan,3.0,false
20534,"",Brunei Darussalam,1.0,false
23034,0.99,Monaco,54.0,false
1789,1.0,Uganda,1.0,false
48976,1.0,Philippines,4.0,false
19393,"",Russian Federation,2.0,false
42806,"",Gibraltar,1.0,false
24632,1.0,Croatia,4.0,true
188,1.0,Nauru,1.0,true
1252,"",Isle of Man,1.0,false
38746,0.99,Vietnam,13.0,false
19493,"","",1.0,true
42055,"",Isle of Man,1.0,false
38746,0.99,Vietnam,13.0,false
38746,0.99,Vietnam,13.0,false
38746,0.99,Vietnam,13.0,false
24410,1.0,"",1.0,false
17042,"",Russian Federation,1.0,false
39432,1.0,Puerto Rico,1.0,true
36949,0.98,"",11.0,true
3254,"",Tonga,16.0,true
45370,"","",1.0,false
8406,"",Anguilla,1.0,false
24279,"",Sao Tome and Principe,1.0,true
8036,"","",1.0,true
42529,"",Russian Federation,1.0,true
2074,1.0,Lebanon,1.0,false
41269,"",Philippines,7.0,false
48735,0.89,Gambia,1.0,true
45594,"","",1.0,false
2505,"","",1.0,true
40353,"","",1.0,false
36635,1.0,Indonesia,10.0,false
33474,0.83,"",1.0,true
10442,"",Isle of Man,1.0,false
8599,1.0,"",1.0,true
47597,"","",1.0,true
48756,1.0,Maldives,59.0,false
13198,"","",1.0,false
46420,"","",1.0,false
958,"",Denmark,2.0,true
22194,"","",1.0,true
24836,1.0,Kiribati,4.0,false
46334,1.0,Micronesia,1.0,false
14309,"",Turkmenistan,1.0,false
193,1.0,Estonia,3.0,true
16378,"",Gambia,1.0,false
46269,"",Monaco,1.0,true
9958,"","",1.0,true
2214,"","",1.0,false
6838,0.96,Spain,59.0,true
22108,"",Kenya,11.0,false
4452,"",Russian Federation,1.0,false
44522,"",Rwanda,1.0,false
49655,"","",1.0,true
14290,"",Monaco,1.0,false
3096,"","",1.0,true
1730,1.0,Chad,2.0,true
10890,1.0,"",2.0,true
624,1.0,Barbados,4.0,false
23983,"",Finland,1.0,false
46673,"",Djibouti,1.0,true
1599,1.0,"",2.0,false
45938,"","",1.0,false
39886,1.0,Malta,2.0,false
38242,0.85,Rwanda,3.0,true
10863,"","",1.0,true
20689,0.0,Micronesia,1.0,false
33335,1.0,Gibraltar,3.0,true
48240,"",Somalia,1.0,true
14354,0.4,"",3.0,true
26803,"",Kiribati,1.0,true
15733,"",Chile,1.0,true
20334,0.99,Niger,171.0,true
49325,"",Saint Pierre and Miquelon,781.0,true
37646,1.0,Estonia,60.0,false
24917,1.0,Uganda,11.0,true
6405,1.0,Russian Federation,2.0,true
42385,1.0,Nauru,2.0,true
4250,1.0,"",2.0,false
27090,1.0,Tonga,2.0,true
33734,"","",1.0,false
33429,"",Russian Federation,2.0,false
28246,"",Russian Federation,1.0,true
34747,"",Lebanon,3.0,true
29647,1.0,Peru,1305.0,false
29647,1.0,Peru,1305.0,false
35143,0.0,"",4.0,false
46888,1.0,Mauritania,3.0,false
29647,1.0,Peru,1305.0,false
17795,1.0,Uzbekistan,11.0,true
7441,1.0,Niue,1.0,false
34493,"","",1.0,true
32222,"",Gambia,4.0,false
15602,"",Uzbekistan,2.0,true
45469,"",Reunion,2.0,false
5439,0.45,"",6.0,false
10905,1.0,"",2.0,false
36629,"","",1.0,true
1807,1.0,"",1.0,false
49958,"",Barbados,1.0,false
25454,"",Bouvet Island (Bouvetoya),1.0,false
42665,"",Zimbabwe,1.0,true
6724,"",Lithuania,1.0,true
5915,"",Russian Federation,4.0,false
970,1.0,Marshall Islands,2.0,false
42928,1.0,"",1.0,true
5904,1.0,Mauritania,2.0,false
4698,"",United Kingdom,1.0,true
33217,"",France,1.0,false
43208,"","",1.0,true
42802,1.0,"",1.0,true
19727,"",Chile,1.0,true
3669,0.8,Guinea,2.0,false
6604,"","",1.0,true
29559,"","",1.0,false
3959,"",Pakistan,1.0,false
37872,0.38,"",1.0,true
12902,"",Guernsey,1.0,false
18993,1.0,Reunion,2.0,true
8438,0.62,Nicaragua,9.0,true
5439,0.45,"",6.0,false
5439,0.45,"",6.0,false
5439,0.45,"",6.0,false
36635,1.0,Indonesia,10.0,false
40181,1.0,Russian Federation,2.0,true
3629,0.6,"",1.0,false
45263,1.0,France,1.0,true
49293,"",French Guiana,1.0,false
8627,0.9,Gambia,1.0,true
19435,1.0,"",1.0,false
9587,1.0,"",1.0,false
19859,1.0,Puerto Rico,2.0,true
23356,1.0,Netherlands,1.0,false
36638,1.0,"",1.0,false
23514,"",Australia,1.0,true
9265,"",French Guiana,1.0,false
31970,"",Niue,2.0,false
43769,"","",1.0,true
16848,"","",1.0,false
40512,1.0,Indonesia,2.0,true
42509,1.0,Nicaragua,1.0,true
25927,"","",1.0,true
16287,1.0,"",2.0,false
16772,"",Niue,2.0,true
31044,"","",1.0,true
18927,"",Congo,1.0,true
34321,"",Maldives,1.0,true
32019,"",Lebanon,1.0,true
20217,0.9,"",2.0,true
6830,"","",1.0,true
17372,"",Russian Federation,1.0,true
43744,"",Cocos (Keeling) Islands,1.0,true
27499,1.0,"",1.0,true
25813,1.0,Cocos (Keeling) Islands,1.0,false
38846,1.0,Micronesia,1.0,true
12973,1.0,United Kingdom,1.0,true
16371,0.95,Bouvet Island (Bouvetoya),29.0,false
5821,1.0,"",1.0,false
47605,0.67,"",1.0,true
30740,"",Gambia,2.0,true
32548,"","",1.0,true
23526,"","",1.0,false
2173,"",Ghana,1.0,true
49296,"","",1.0,true
17076,"",Bahrain,1.0,true
49663,"",Chile,2.0,true
29647,1.0,Peru,1305.0,false
5636,"","",1.0,true
17285,"",Micronesia,1.0,false
29647,1.0,Peru,1305.0,false
45760,"",Faroe Islands,1.0,true
29647,1.0,Peru,1305.0,false
44111,1.0,Vanuatu,1.0,false
9604,1.0,"",1.0,true
29647,1.0,Peru,1305.0,false
29647,1.0,Peru,1305.0,false
17360,"",Turkmenistan,1.0,true
47086,1.0,Mauritania,4.0,true
49241,0.5,Libyan Arab Jamahiriya,1.0,true
29647,1.0,Peru,1305.0,false
44959,"","",1.0,false
29647,1.0,Peru,1305.0,false
24026,0.98,Cape Verde,69.0,true
30800,1.0,Micronesia,2.0,false
24307,"",Denmark,1.0,false
16564,"",Russian Federation,1.0,false
6441,"",Nicaragua,1.0,true
45843,"","",1.0,false
47474,"",Lebanon,1.0,false
8187,"","",1.0,false
25555,"",Malta,1.0,false
17806,"",Faroe Islands,1.0,false
2653,"",Lithuania,1.0,true
11956,"",Gibraltar,4.0,true
20498,1.0,"",1.0,true
6377,"",French Guiana,1.0,true
39101,1.0,Micronesia,1.0,true
14173,0.9,Brazil,3.0,true
33547,1.0,Uzbekistan,1.0,true
39898,"","",1.0,true
13611,"",Denmark,1.0,true
11440,"","",1.0,false
32808,"",Gambia,1.0,false
4056,"",Brunei Darussalam,1.0,false
1614,"",Tanzania,1.0,true
7055,1.0,"",1.0,false
32099,"",Sao Tome and Principe,1.0,false
7296,1.0,Zimbabwe,2.0,true
5236,"",Croatia,1.0,true
15073,"",French Guiana,1.0,true
16673,"",France,1.0,true
35143,0.0,"",4.0,false
39965,1.0,Tonga,3.0,true
11058,"",Niue,1.0,false
21027,"",Estonia,1.0,true
43379,"",Palestinian Territory,1.0,false
23346,"","",1.0,true
16319,1.0,Zimbabwe,1.0,false
8688,"",Brazil,2.0,false
29950,"",France,1.0,true
3376,"",Nicaragua,8.0,true
3376,"",Nicaragua,8.0,true
23807,"","",1.0,true
28549,"",Guinea,1.0,false
33381,1.0,Turks and Caicos Islands,1.0,true
25655,1.0,Ukraine,2.0,false
33331,"",Tonga,1.0,false
32352,1.0,French Guiana,2.0,false
15069,1.0,Montserrat,3.0,true
47199,1.0,Tanzania,2.0,true
41784,1.0,Rwanda,3.0,false
35619,"",Indonesia,1.0,false
9709,"",Tunisia,1.0,false
49727,"","",2.0,false
31740,"","",1.0,false
47789,"","",1.0,true
39931,"",Guinea,1.0,false
31069,"","",1.0,true
38330,1.0,Montserrat,1.0,false
22132,"",Kenya,1.0,false
17947,"",French Guiana,2.0,true
38568,"",Turks and Caicos Islands,4.0,false
27944,"",France,1.0,false
46194,1.0,Tanzania,4.0,false
49795,"",Chile,1.0,true
24404,"","",1.0,false
