id,shuttle_location,shuttle_type,engine_type,engine_vendor,engines,passenger_capacity,cancellation_policy,crew,d_check_complete,moon_clearance_complete,price,company_id
59456,Anguilla,Type V5,Quantum,ThetaBase Services,2.0,2,flexible,1.0,true,false,1377.0,39582
38207,Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,strict,1.0,true,false,2287.0,13184
19628,Malta,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,false,false,1455.0,14557
73564,Micronesia,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,false,false,2950.0,24896
13868,Switzerland,Type O3,Quantum,ThetaBase Services,1.0,2,flexible,1.0,false,false,1390.0,1346
53282,Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,2.0,1,moderate,1.0,false,false,1325.0,4572
66369,Indonesia,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,false,false,1390.0,16976
70485,Nicaragua,Type V5,Plasma,ThetaBase Services,0.0,3,moderate,2.0,true,false,2157.0,40785
69714,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,false,false,1975.0,30272
35168,United Kingdom,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,false,false,1286.0,14088
10752,Malta,Type V5,Plasma,ThetaBase Services,2.0,4,moderate,2.0,false,false,2157.0,9975
45716,Micronesia,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,false,false,2690.0,16018
28363,Micronesia,Type V5,Plasma,ThetaBase Services,2.0,8,flexible,4.0,true,false,4757.0,14059
41236,Nicaragua,Type V5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,true,false,1195.0,18728
69907,Barbados,Type V5,Plasma,ThetaBase Services,2.0,8,strict,5.0,false,false,2950.0,23143
8112,Malta,Type O3,Quantum,ThetaBase Services,1.0,2,flexible,1.0,true,false,1325.0,27859
10069,Niue,Type F5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,true,false,1169.0,27054
66997,Wallis and Futuna,Type F5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,true,false,1650.0,30545
12646,Malta,Type V5,Quantum,ThetaBase Services,2.0,2,moderate,2.0,false,false,2066.0,34028
57919,Barbados,Type V5,Nuclear,ThetaBase Services,1.0,3,moderate,5.0,false,false,1221.0,30580
25996,Russian Federation,Type V5,Plasma,ThetaBase Services,1.0,2,flexible,2.0,false,false,1780.0,23770
64090,Russian Federation,Type F5,Plasma,ThetaBase Services,4.0,6,moderate,6.0,false,false,3470.0,8194
58313,Barbados,Type V5,Plasma,ThetaBase Services,2.0,6,strict,3.0,false,false,3795.0,39222
66546,Malta,Type V5,Plasma,ThetaBase Services,2.0,5,moderate,2.0,true,false,2157.0,6926
25350,Barbados,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,false,false,3210.0,19019
3682,Malta,Type V5,Plasma,ThetaBase Services,1.0,2,flexible,1.0,true,false,2430.0,34552
60145,Barbados,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,false,false,4406.0,19019
60434,Kiribati,Type G0,Plasma,ThetaBase Services,1.0,4,strict,2.0,false,false,2430.0,49408
11646,Rwanda,Type V5,Plasma,ThetaBase Services,2.0,6,strict,3.0,false,false,2300.0,46286
21533,United Kingdom,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,true,false,1637.0,7001
57502,Rwanda,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,true,false,1650.0,48767
9605,Anguilla,Type V5,Plasma,ThetaBase Services,2.0,4,moderate,3.0,true,false,2547.0,12065
6154,United Kingdom,Type V5,Plasma,ThetaBase Services,2.0,5,flexible,2.0,true,false,2690.0,48388
29249,United Kingdom,Type V5,Plasma,ThetaBase Services,2.0,5,moderate,3.0,false,false,1975.0,11667
397,Micronesia,Type F5,Quantum,ThetaBase Services,1.0,3,moderate,2.0,true,false,1455.0,27042
50264,Micronesia,Type V5,Quantum,ThetaBase Services,1.0,3,moderate,1.0,false,false,1234.0,23126
26057,Niue,Type F5,Quantum,ThetaBase Services,1.0,2,strict,1.0,false,false,1338.0,46460
69732,Anguilla,Type F5,Plasma,ThetaBase Services,0.0,7,flexible,4.0,false,false,2950.0,9983
56789,Malta,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,true,false,1507.0,10914
14373,Micronesia,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,false,false,2430.0,31092
14387,Malta,Type V5,Quantum,ThetaBase Services,1.0,7,flexible,4.0,false,false,1780.0,38873
18120,Malta,Type V5,Plasma,ThetaBase Services,2.0,6,strict,4.0,true,false,3366.0,29647
13426,Malta,Type V5,Plasma,ThetaBase Services,2.0,4,flexible,2.0,false,false,2547.0,22331
25114,Micronesia,Type G0,Plasma,ThetaBase Services,1.0,2,strict,1.0,false,false,2690.0,32203
26078,Malta,Type V2,Plasma,ThetaBase Services,1.0,2,strict,1.0,false,false,1715.0,34121
16481,United Kingdom,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,false,false,1715.0,472
70042,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,false,false,2495.0,34020
74100,Barbados,Type V5,Plasma,ThetaBase Services,1.0,4,strict,1.0,true,false,2378.0,20334
273,Malta,Type G0,Plasma,ThetaBase Services,2.0,4,strict,2.0,false,false,3067.0,32203
19588,Micronesia,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,false,false,2300.0,25100
34246,Marshall Islands,Type V5,Plasma,ThetaBase Services,2.0,4,flexible,2.0,true,false,2430.0,12049
34755,Barbados,Type G0,Plasma,ThetaBase Services,1.0,2,strict,1.0,false,false,2560.0,32203
15206,Barbados,Type V2,Plasma,ThetaBase Services,3.0,8,strict,3.0,true,false,4237.0,7640
20574,Malta,Type X3,Plasma,ThetaBase Services,1.0,4,strict,2.0,false,false,1897.0,32038
57051,Micronesia,Type G0,Plasma,ThetaBase Services,3.0,7,flexible,4.0,false,false,2820.0,34184
70701,Russian Federation,Type G0,Plasma,ThetaBase Services,0.0,2,strict,1.0,false,false,2495.0,32203
72197,Bouvet Island (Bouvetoya),Type V7,Quantum,ThetaBase Services,0.0,2,strict,1.0,false,false,1767.0,35485
35500,Malta,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,false,false,1585.0,46680
51873,Malta,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,false,false,1507.0,49709
11357,Russian Federation,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,false,false,1676.0,15044
6228,Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,false,false,1390.0,45145
13039,United Kingdom,Type F5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,false,false,1715.0,1987
41995,United Kingdom,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,false,false,2170.0,11899
51570,Pakistan,Type F5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,true,false,1260.0,12467
40331,Mexico,Type F5,Quantum,ThetaBase Services,1.0,2,strict,1.0,true,false,1325.0,9790
72887,United Kingdom,Type V5,Nuclear,ThetaBase Services,1.0,1,flexible,1.0,false,false,1026.0,1987
55215,Niue,Type V5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,true,false,1130.0,34046
23342,Marshall Islands,Type F5,Plasma,ThetaBase Services,5.0,5,moderate,5.0,true,false,2170.0,22150
51850,Niue,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,false,false,1767.0,2154
33179,Micronesia,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,false,false,1520.0,34125
61125,Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,true,false,1494.0,39471
17160,Niue,Type V5,Plasma,ThetaBase Services,1.0,4,strict,2.0,true,false,2040.0,3961
33168,Sao Tome and Principe,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,true,false,1780.0,15312
23988,Malta,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,true,false,2040.0,15864
28305,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1.0,4,flexible,2.0,true,false,2066.0,27785
49303,Barbados,Type V5,Plasma,ThetaBase Services,1.0,4,strict,2.0,true,false,1910.0,44901
17307,Nicaragua,Type V5,Quantum,ThetaBase Services,1.0,2,strict,2.0,false,false,1585.0,19360
1455,Nicaragua,Type V7,Plasma,ThetaBase Services,1.0,4,strict,2.0,true,false,1936.0,44901
76874,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,0.0,4,strict,2.0,true,false,2183.0,27785
24841,Indonesia,Type F5,Quantum,ThetaBase Services,0.0,2,flexible,2.0,true,false,1325.0,18229
20807,Indonesia,Type V5,Plasma,ThetaBase Services,1.0,2,flexible,2.0,true,false,1910.0,1001
72851,Malta,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,true,false,1260.0,37964
39662,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,3.0,8,moderate,4.0,true,false,4796.0,23117
1071,Rwanda,Type V5,Plasma,ThetaBase Services,2.0,6,moderate,3.0,true,false,3197.0,23117
51868,Uzbekistan,Type V5,Plasma,ThetaBase Services,2.0,3,strict,2.0,true,false,2170.0,43338
54818,Switzerland,Type O3,Quantum,ThetaBase Services,1.0,4,flexible,2.0,false,false,1650.0,1346
66405,United Kingdom,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,true,false,1585.0,42882
15695,Switzerland,Type O3,Quantum,ThetaBase Services,1.0,4,flexible,1.0,false,false,1520.0,1346
12248,United Kingdom,Type F5,Plasma,ThetaBase Services,3.0,5,strict,3.0,false,false,2625.0,37703
24259,Switzerland,Type O3,Quantum,ThetaBase Services,1.0,2,flexible,1.0,false,false,1390.0,1346
27571,Russian Federation,Type V5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,false,false,1364.0,5474
57179,Uzbekistan,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,true,false,1572.0,14246
72421,Kiribati,Type F5,Plasma,ThetaBase Services,4.0,7,flexible,7.0,false,false,4120.0,42825
47418,Uzbekistan,Type V5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,false,false,1494.0,41773
48131,Malta,Type F5,Plasma,ThetaBase Services,2.0,4,moderate,2.0,false,false,1910.0,39495
68358,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,true,false,1650.0,11662
21268,Malta,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,false,false,1845.0,5988
29891,Rwanda,Type Z6,Plasma,ThetaBase Services,3.0,7,strict,3.0,true,false,4510.0,16275
23692,Rwanda,Type F5,Quantum,ThetaBase Services,1.0,2,strict,1.0,false,false,1325.0,34405
29171,Rwanda,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,false,false,1780.0,44013
18200,Micronesia,Type V5,Plasma,ThetaBase Services,1.0,4,strict,2.0,true,false,2274.0,222
68688,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,2.0,false,false,1650.0,36433
67747,Barbados,Type V5,Plasma,ThetaBase Services,2.0,4,moderate,2.0,true,false,3678.0,41709
39847,Barbados,Type V5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,false,false,2820.0,25045
40649,Barbados,Type V5,Plasma,ThetaBase Services,3.0,6,flexible,5.0,false,false,3210.0,40865
22542,Malta,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,false,false,1507.0,16635
31889,Russian Federation,Type V5,Plasma,ThetaBase Services,1.0,4,strict,1.0,false,false,2183.0,9354
2303,United Kingdom,Type V5,Plasma,ThetaBase Services,3.0,7,strict,3.0,false,false,3847.0,9354
42553,Anguilla,Type V2,Quantum,ThetaBase Services,1.0,2,moderate,1.0,false,false,1234.0,30270
32484,Bosnia and Herzegovina,Type V5,Quantum,ThetaBase Services,1.0,1,flexible,0.0,false,false,1195.0,9933
73726,Wallis and Futuna,Type F5,Plasma,ThetaBase Services,4.0,8,strict,5.0,false,false,2547.0,16944
71886,Micronesia,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,2.0,false,false,1585.0,23433
45948,Indonesia,Type F5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,true,false,1325.0,49248
3283,Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1.0,1,moderate,1.0,false,false,1429.0,8595
20465,Barbados,Type V5,Plasma,ThetaBase Services,3.0,5,moderate,3.0,false,false,6057.0,19142
40647,Bouvet Island (Bouvetoya),Type V2,Quantum,ThetaBase Services,1.0,1,strict,1.0,false,false,1780.0,47986
64821,Malta,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,false,false,1455.0,38258
41443,El Salvador,Type V5,Plasma,ThetaBase Services,2.0,4,moderate,2.0,true,false,1780.0,48924
56334,Malta,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,false,false,1260.0,38258
10637,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,false,false,1715.0,40341
5444,Bosnia and Herzegovina,Type F5,Plasma,ThetaBase Services,5.0,10,strict,5.0,true,false,4705.0,36471
56205,Uzbekistan,Type V2,Quantum,ThetaBase Services,0.0,2,flexible,1.0,true,false,1455.0,45965
74867,Switzerland,Type W5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,true,false,1117.0,518
53827,Malta,Type F5,Plasma,ThetaBase Services,2.0,4,moderate,3.0,false,false,1754.0,39765
17758,Brazil,Type E3,Plasma,ThetaBase Services,2.0,4,strict,3.0,false,false,2690.0,38992
53405,Barbados,Type V5,Plasma,ThetaBase Services,2.0,7,strict,4.0,true,false,2066.0,27203
54661,Bosnia and Herzegovina,Type F5,Quantum,ThetaBase Services,1.0,2,strict,1.0,false,false,1260.0,23198
52195,Rwanda,Type V5,Quantum,ThetaBase Services,1.0,1,moderate,1.0,true,false,1195.0,8428
53344,Rwanda,Type V5,Plasma,ThetaBase Services,1.0,4,strict,2.0,false,false,2170.0,38114
71366,Russian Federation,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,false,false,2105.0,49024
72391,Kiribati,Type V5,Plasma,ThetaBase Services,1.0,3,moderate,1.0,true,false,1832.0,5733
36166,Malta,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,false,false,2170.0,3215
40852,Estonia,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,false,false,1975.0,23826
419,Rwanda,Type V5,Plasma,ThetaBase Services,1.0,5,strict,1.0,true,false,1897.0,37282
6962,Russian Federation,Type V5,Plasma,ThetaBase Services,2.0,4,flexible,2.0,true,false,2170.0,19814
584,Nicaragua,Type V5,Plasma,ThetaBase Services,2.0,6,strict,3.0,true,false,3067.0,11427
17656,Costa Rica,Type V2,Plasma,ThetaBase Services,3.0,6,flexible,3.0,true,false,2495.0,18881
76209,Niue,Type V2,Quantum,ThetaBase Services,0.0,1,strict,1.0,true,false,1117.0,25111
52753,Malta,Type V5,Plasma,ThetaBase Services,1.0,4,strict,2.0,false,false,1845.0,6025
4613,Marshall Islands,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,true,false,1520.0,44739
47063,Costa Rica,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,false,false,1390.0,39373
29776,Nicaragua,Type V5,Plasma,ThetaBase Services,2.0,5,strict,3.0,true,false,4120.0,23949
37261,Micronesia,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,false,false,2417.0,4219
61626,Malta,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,true,false,1637.0,26642
58315,Marshall Islands,Type V5,Plasma,ThetaBase Services,1.0,2,flexible,1.0,false,false,1520.0,26416
10759,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,false,false,1728.0,31742
57170,Malta,Type V2,Quantum,ThetaBase Services,1.0,3,flexible,1.0,true,false,1377.0,27729
1009,Malta,Type F5,Quantum,ThetaBase Services,1.0,1,moderate,1.0,false,false,1260.0,13689
74176,Niue,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,false,false,3210.0,12777
52893,Malta,Type V2,Quantum,ThetaBase Services,1.0,2,flexible,1.0,true,false,1273.0,27729
36853,Malta,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,true,false,1455.0,2253
35357,Rwanda,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,true,false,1390.0,42576
32997,Costa Rica,Type V2,Quantum,ThetaBase Services,3.0,6,moderate,2.0,true,false,1377.0,27729
58717,Rwanda,Type V2,Quantum,ThetaBase Services,1.0,2,moderate,2.0,false,false,1481.0,19053
65488,Rwanda,Type V5,Plasma,ThetaBase Services,1.0,2,flexible,1.0,true,false,1910.0,16446
57560,Nicaragua,Type V5,Plasma,ThetaBase Services,1.0,3,flexible,1.0,true,false,2105.0,11497
30023,Isle of Man,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,true,false,1377.0,9650
76443,Kiribati,Type V5,Quantum,ThetaBase Services,1.0,1,strict,2.0,true,false,1130.0,5452
17094,Russian Federation,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,false,false,1416.0,41360
51970,Anguilla,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,false,false,1325.0,25659
35231,Malta,Type V5,Plasma,ThetaBase Services,2.0,6,moderate,4.0,true,false,2755.0,30029
76440,Rwanda,Type F5,Quantum,ThetaBase Services,2.0,4,flexible,2.0,false,false,2170.0,18193
66943,Malta,Type F5,Plasma,ThetaBase Services,4.0,7,strict,5.0,false,false,2820.0,44282
43802,Malta,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,false,false,1845.0,25748
5202,Estonia,Type V5,Plasma,ThetaBase Services,0.0,2,flexible,1.0,true,false,1455.0,48197
73843,Barbados,Type V5,Plasma,ThetaBase Services,2.0,5,flexible,3.0,false,false,3730.0,40469
53871,Niue,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,2.0,false,false,2170.0,46581
69276,Rwanda,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,false,false,2040.0,40712
43168,Rwanda,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,true,false,1390.0,26869
63506,Malta,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,true,false,2430.0,37684
76833,Malta,Type V2,Quantum,ThetaBase Services,1.0,2,strict,1.0,true,false,1520.0,32792
32350,Rwanda,Type V5,Plasma,ThetaBase Services,1.0,3,flexible,2.0,true,false,1845.0,31858
4679,Costa Rica,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,true,false,1455.0,44929
69786,Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1.0,1,strict,1.0,true,false,1364.0,597
71600,Russian Federation,Type V2,Quantum,ThetaBase Services,1.0,1,flexible,1.0,false,false,1130.0,21914
40268,Malta,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,2.0,true,false,1325.0,24368
15851,Rwanda,Type V5,Quantum,ThetaBase Services,0.0,2,moderate,1.0,false,false,1312.0,36065
30957,Micronesia,Type F5,Plasma,ThetaBase Services,3.0,7,strict,4.0,true,false,8020.0,22033
76996,Niue,Type V5,Plasma,ThetaBase Services,2.0,5,flexible,2.0,true,false,1910.0,11990
51068,Costa Rica,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,true,false,1364.0,19398
43910,Barbados,Type V5,Quantum,ThetaBase Services,0.0,1,flexible,1.0,false,false,2820.0,17424
27376,Anguilla,Type F5,Plasma,ThetaBase Services,4.0,7,flexible,6.0,false,false,2820.0,46230
70195,Gambia,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,true,false,1650.0,4020
39657,Uzbekistan,Type V5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,false,false,1195.0,15199
64072,Indonesia,Type V2,Quantum,ThetaBase Services,1.0,2,strict,1.0,false,false,1455.0,38697
37625,Bosnia and Herzegovina,Type F5,Plasma,ThetaBase Services,3.0,4,flexible,2.0,true,false,1650.0,23363
40140,Malta,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,false,false,2040.0,16285
6828,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,3.0,6,moderate,3.0,false,false,2157.0,2448
3968,Rwanda,Type V7,Plasma,ThetaBase Services,1.0,3,moderate,1.0,false,false,2170.0,35625
33886,Rwanda,Type V5,Plasma,ThetaBase Services,3.0,7,strict,4.0,false,false,4120.0,38114
2773,Costa Rica,Type F5,Plasma,ThetaBase Services,4.0,10,strict,4.0,false,false,2885.0,35221
62181,Switzerland,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,true,false,1325.0,14845
63900,Niue,Type V5,Plasma,ThetaBase Services,3.0,8,strict,3.0,true,false,3431.0,13606
34991,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,false,false,2001.0,24468
63574,Barbados,Type V7,Plasma,ThetaBase Services,2.0,5,strict,3.0,true,false,1910.0,18121
48306,Nicaragua,Type V5,Plasma,ThetaBase Services,2.0,4,strict,3.0,false,false,2690.0,7415
2360,Niue,Type V5,Plasma,ThetaBase Services,3.0,6,strict,3.0,false,false,2690.0,7415
38980,Niue,Type V5,Plasma,ThetaBase Services,1.0,4,strict,2.0,true,false,1910.0,7415
18758,Barbados,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,true,false,3041.0,41709
21265,Russian Federation,Type V5,Plasma,ThetaBase Services,2.0,4,flexible,2.0,false,false,2495.0,39292
1238,Anguilla,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,false,false,1390.0,17290
59064,Marshall Islands,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,false,false,1390.0,1496
17165,United Kingdom,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,false,false,2105.0,43012
8597,Marshall Islands,Type V5,Plasma,ThetaBase Services,1.0,2,flexible,1.0,true,false,1650.0,3620
26720,Micronesia,Type G0,Plasma,ThetaBase Services,1.0,4,strict,1.0,false,false,2222.0,34184
72103,Costa Rica,Type V5,Plasma,ThetaBase Services,2.0,2,moderate,2.0,false,false,1611.0,42692
50668,Malta,Type F5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,false,false,2300.0,13126
32599,Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,true,false,1195.0,31455
50328,Russian Federation,Type V5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,false,false,1195.0,36128
33334,Costa Rica,Type F1,Quantum,ThetaBase Services,1.0,1,flexible,1.0,false,false,1195.0,15550
1747,Costa Rica,Type V2,Quantum,ThetaBase Services,1.0,1,flexible,1.0,true,false,1390.0,8818
26357,Faroe Islands,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,false,false,2170.0,27972
12576,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,false,false,2885.0,8318
31800,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,2.0,5,flexible,3.0,true,false,2040.0,46606
67257,Wallis and Futuna,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,true,false,1390.0,5781
51711,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1.0,3,flexible,1.0,false,false,2820.0,33476
70918,Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,false,false,1325.0,3196
74830,Marshall Islands,Type G0,Plasma,ThetaBase Services,0.0,3,strict,1.0,true,false,1520.0,23814
37122,Sao Tome and Principe,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,false,false,1260.0,12905
26883,Marshall Islands,Type G0,Plasma,ThetaBase Services,0.0,3,strict,1.0,true,false,1585.0,23814
41517,Russian Federation,Type V2,Quantum,ThetaBase Services,1.0,1,moderate,1.0,false,false,1247.0,36052
56426,Rwanda,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,false,false,1520.0,17226
71169,Barbados,Type G0,Plasma,ThetaBase Services,0.0,2,strict,0.0,false,false,3535.0,7563
52646,Barbados,Type V5,Plasma,ThetaBase Services,2.0,4,strict,3.0,false,false,2430.0,2433
64731,Sao Tome and Principe,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,2.0,true,false,1455.0,36331
20439,Barbados,Type G0,Plasma,ThetaBase Services,2.0,4,strict,2.0,false,false,3210.0,32203
73409,Costa Rica,Type F5,Quantum,ThetaBase Services,1.0,1,strict,1.0,false,false,1065.0,28820
14476,Malta,Type V5,Plasma,ThetaBase Services,2.0,4,moderate,2.0,false,false,2118.0,28397
19532,Rwanda,Type V5,Plasma,ThetaBase Services,2.0,5,moderate,3.0,false,false,3795.0,35625
68797,Malta,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,false,false,2170.0,29803
76503,Gambia,Type V5,Plasma,ThetaBase Services,0.0,2,flexible,1.0,true,false,2027.0,37419
19891,Nicaragua,Type V5,Plasma,ThetaBase Services,2.0,5,strict,2.0,true,false,2950.0,15768
37859,Estonia,Type V5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,true,false,1195.0,1296
58344,Barbados,Type V5,Plasma,ThetaBase Services,3.0,6,moderate,3.0,false,false,4120.0,2433
36695,Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,false,false,1455.0,24212
17445,Barbados,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,false,false,3015.0,24195
58894,United Kingdom,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,true,false,1390.0,28489
17518,Rwanda,Type V5,Plasma,ThetaBase Services,2.0,6,strict,3.0,false,false,2820.0,38114
51478,Rwanda,Type V7,Plasma,ThetaBase Services,1.0,4,flexible,2.0,false,false,1832.0,12681
69087,Barbados,Type V5,Plasma,ThetaBase Services,0.0,4,strict,1.0,false,false,1858.0,24195
72241,Barbados,Type F5,Plasma,ThetaBase Services,2.0,4,flexible,2.0,true,false,2430.0,19915
38043,Rwanda,Type Z6,Plasma,ThetaBase Services,0.0,3,strict,1.0,true,false,1910.0,14811
41614,Indonesia,Type V5,Plasma,ThetaBase Services,1.0,3,strict,1.0,true,false,4770.0,34063
17672,Russian Federation,Type G0,Quantum,ThetaBase Services,1.0,2,moderate,1.0,false,false,1507.0,40016
11962,Wallis and Futuna,Type F5,Plasma,ThetaBase Services,2.0,4,strict,3.0,true,false,2820.0,48865
15390,Micronesia,Type V5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,false,false,1585.0,48004
41747,Micronesia,Type V5,Plasma,ThetaBase Services,0.0,4,moderate,1.0,true,false,2456.0,17322
7405,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,1.0,4,moderate,2.0,true,false,1585.0,34536
53044,Niue,Type V5,Plasma,ThetaBase Services,2.0,4,flexible,2.0,true,false,1780.0,47839
11313,Rwanda,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,false,false,1520.0,25901
50918,Rwanda,Type V5,Plasma,ThetaBase Services,1.0,4,strict,2.0,false,false,2170.0,38114
5553,Micronesia,Type V5,Plasma,ThetaBase Services,0.0,4,moderate,1.0,true,false,2495.0,17322
22560,Micronesia,Type V5,Plasma,ThetaBase Services,1.0,4,moderate,1.0,true,false,2755.0,17322
46101,Barbados,Type V2,Quantum,ThetaBase Services,1.0,2,flexible,1.0,false,false,2820.0,3622
67891,Malta,Type V5,Quantum,ThetaBase Services,0.0,2,moderate,1.0,true,false,1377.0,31770
